1,242,38,83,45.8,5,15,33.3,22,31,71.0,16,34,50,20,3,1,14,21
1,240,43,94,45.7,0,9,0.0,12,18,66.7,8,40,48,20,7,12,8,16
0,240,34,88,38.6,5,22,22.7,22,25,88.0,11,33,44,14,6,0,11,23
0,241,34,86,39.5,4,11,36.4,19,28,67.9,16,33,49,20,3,2,14,16
1,240,33,79,41.8,10,25,40.0,20,32,62.5,14,26,40,23,11,4,13,21
0,242,25,71,35.2,5,17,29.4,23,31,74.2,13,26,39,11,7,5,16,19
1,264,35,81,43.2,7,20,35.0,21,27,77.8,12,41,53,11,3,5,18,30
1,240,40,82,48.8,7,13,53.8,19,23,82.6,8,30,38,27,12,7,16,22
1,239,39,78,50.0,12,20,60.0,20,21,95.2,13,32,45,19,9,3,12,17
1,265,33,85,38.8,3,10,30.0,33,43,76.7,17,35,52,15,9,7,16,31
0,265,42,89,47.2,7,21,33.3,17,24,70.8,15,26,41,21,10,6,19,26
1,265,36,89,40.4,5,23,21.7,33,41,80.5,14,26,40,19,15,1,10,25
1,240,47,87,54.0,13,27,48.1,24,26,92.3,6,26,32,32,14,3,13,25
1,240,36,96,37.5,4,14,28.6,20,24,83.3,21,34,55,17,10,5,15,18
1,240,39,83,47.0,5,11,45.5,15,16,93.8,10,36,46,28,7,7,11,13
0,239,35,85,41.2,6,27,22.2,17,20,85.0,14,25,39,15,8,5,12,23
1,239,45,82,54.9,7,25,28.0,14,17,82.4,7,36,43,29,8,1,14,23
1,240,40,75,53.3,4,14,28.6,8,12,66.7,7,25,32,25,6,2,11,19
1,241,42,74,56.8,9,19,47.4,16,22,72.7,9,29,38,25,6,1,12,13
0,239,32,87,36.8,1,8,12.5,21,28,75.0,16,32,48,15,9,3,13,24
0,240,34,86,39.5,2,6,33.3,16,20,80.0,13,37,50,16,9,4,13,16
1,241,50,84,59.5,12,24,50.0,14,17,82.4,13,22,35,40,14,4,13,19
0,241,39,91,42.9,5,11,45.5,16,22,72.7,14,31,45,19,10,2,11,19
1,239,37,98,37.8,5,18,27.8,8,15,53.3,12,32,44,12,8,13,4,17
1,239,37,79,46.8,3,9,33.3,22,29,75.9,14,24,38,25,11,3,7,27
0,289,42,98,42.9,10,31,32.3,18,25,72.0,9,33,42,19,7,7,12,33
1,240,35,78,44.9,6,15,40.0,13,16,81.3,13,34,47,19,9,2,14,19
0,240,33,80,41.3,7,19,36.8,15,20,75.0,13,37,50,17,4,0,15,18
0,266,46,101,45.5,6,19,31.6,13,15,86.7,13,40,53,20,8,5,11,28
0,241,39,93,41.9,14,33,42.4,8,10,80.0,11,32,43,20,4,8,11,18
1,264,40,87,46.0,9,17,52.9,27,36,75.0,15,38,53,21,8,11,19,30
1,240,38,71,53.5,10,22,45.5,13,24,54.2,9,31,40,16,8,5,13,24
0,240,40,95,42.1,4,11,36.4,23,29,79.3,21,31,52,30,7,3,7,22
1,240,35,83,42.2,6,15,40.0,22,25,88.0,14,31,45,24,10,5,11,28
1,242,47,86,54.7,10,20,50.0,27,31,87.1,6,27,33,26,5,4,11,32
1,240,41,89,46.1,8,23,34.8,16,19,84.2,9,28,37,24,9,4,9,21
1,241,31,68,45.6,5,13,38.5,18,24,75.0,10,25,35,23,7,2,20,18
0,239,43,94,45.7,6,17,35.3,15,21,71.4,15,29,44,22,5,9,13,23
1,241,41,91,45.1,5,20,25.0,17,24,70.8,17,41,58,25,6,2,12,23
0,240,36,80,45.0,6,18,33.3,17,24,70.8,13,31,44,22,5,5,21,16
1,239,38,91,41.8,12,30,40.0,17,25,68.0,13,32,45,25,10,4,8,20
1,240,44,84,52.4,8,23,34.8,19,23,82.6,6,42,48,27,9,4,13,24
0,241,34,80,42.5,6,17,35.3,16,20,80.0,11,29,40,22,4,6,15,20
0,239,30,81,37.0,6,22,27.3,23,33,69.7,15,31,46,14,6,6,24,22
1,240,47,89,52.8,9,24,37.5,6,10,60.0,10,33,43,25,5,6,8,23
0,242,38,85,44.7,6,12,50.0,20,23,87.0,11,23,34,17,8,5,10,23
1,241,40,94,42.6,6,24,25.0,12,16,75.0,16,40,56,20,5,11,13,24
0,240,32,71,45.1,1,9,11.1,10,24,41.7,8,25,33,14,6,5,9,24
1,240,45,84,53.6,15,28,53.6,15,19,78.9,11,28,39,33,13,3,13,21
0,239,36,81,44.4,5,18,27.8,18,21,85.7,9,31,40,14,6,5,14,27
0,265,44,85,51.8,12,30,40.0,34,50,68.0,9,35,44,25,7,9,14,29
1,240,40,89,44.9,7,27,25.9,29,40,72.5,11,37,48,23,8,2,14,22
1,240,38,86,44.2,4,22,18.2,13,22,59.1,9,35,44,17,12,3,12,16
1,240,41,88,46.6,4,15,26.7,7,13,53.8,16,37,53,23,4,4,17,15
1,240,38,77,49.4,4,16,25.0,19,25,76.0,8,43,51,24,4,4,16,18
0,239,39,76,51.3,8,12,66.7,17,26,65.4,13,25,38,26,11,2,15,17
1,242,40,84,47.6,6,17,35.3,17,19,89.5,12,41,53,29,5,8,17,20
0,242,30,85,35.3,8,32,25.0,22,25,88.0,7,21,28,24,8,4,11,11
1,241,36,77,46.8,18,39,46.2,13,21,61.9,10,29,39,25,8,1,21,23
1,265,35,84,41.7,8,19,42.1,14,18,77.8,12,35,47,21,6,12,14,27
1,240,45,92,48.9,3,10,30.0,8,13,61.5,18,23,41,16,7,3,5,22
0,240,43,94,45.7,4,17,23.5,15,20,75.0,12,32,44,24,8,4,14,19
1,242,31,77,40.3,10,24,41.7,17,24,70.8,10,35,45,17,9,4,8,13
0,241,35,75,46.7,2,12,16.7,14,27,51.9,13,32,45,23,3,3,13,15
1,240,42,90,46.7,12,30,40.0,15,18,83.3,7,40,47,27,5,5,9,24
0,241,35,68,51.5,8,16,50.0,21,26,80.8,5,31,36,17,3,2,21,23
1,239,42,94,44.7,4,20,20.0,21,26,80.8,10,40,50,16,7,10,11,29
